"sampleID","county","lat","lon","agriculture","developed","forest","other","water","wetland"
"DJ4722","Autauga",32.532237,-86.64644,20.1835794616887,9.12044980193787,45.0251424926917,13.051054555696,1.35107769856355,11.2686959894222
"DJ1922","Autauga",32.532237,-86.64644,20.1835794616887,9.12044980193787,45.0251424926917,13.051054555696,1.35107769856355,11.2686959894222
"DJ4622","Autauga",32.532237,-86.64644,20.1835794616887,9.12044980193787,45.0251424926917,13.051054555696,1.35107769856355,11.2686959894222
"DJ2005","Autauga",32.532237,-86.64644,20.1835794616887,9.12044980193787,45.0251424926917,13.051054555696,1.35107769856355,11.2686959894222
"DJ0720","Autauga",32.532237,-86.64644,20.1835794616887,9.12044980193787,45.0251424926917,13.051054555696,1.35107769856355,11.2686959894222
"26564","Autauga",32.532237,-86.64644,20.1835794616887,9.12044980193787,45.0251424926917,13.051054555696,1.35107769856355,11.2686959894222
"E095","Autauga",32.532237,-86.64644,20.1835794616887,9.12044980193787,45.0251424926917,13.051054555696,1.35107769856355,11.2686959894222
"E306","Baldwin",30.659218,-87.746067,12.237676965978,9.8360830726666,26.1718328596891,6.78590957948735,21.1807671398395,23.7877303823394
"E093","Baldwin",30.659218,-87.746067,12.237676965978,9.8360830726666,26.1718328596891,6.78590957948735,21.1807671398395,23.7877303823394
"E333","Baldwin",30.659218,-87.746067,12.237676965978,9.8360830726666,26.1718328596891,6.78590957948735,21.1807671398395,23.7877303823394
"5-592","Baldwin",30.659218,-87.746067,12.237676965978,9.8360830726666,26.1718328596891,6.78590957948735,21.1807671398395,23.7877303823394
"5-189","Barbour",31.870253,-85.405103,16.4811955812025,5.68172729087746,50.5809745060388,15.2245148087481,2.17891735270068,9.85267046043247
"5864512","Blount",33.977358,-86.56644,33.4480258830026,10.5319621387029,50.9900769463366,3.17853931584539,1.01501303418375,0.836382681928824
"5727354","Blount",33.977358,-86.56644,33.4480258830026,10.5319621387029,50.9900769463366,3.17853931584539,1.01501303418375,0.836382681928824
"26375","Blount",33.977358,-86.56644,33.4480258830026,10.5319621387029,50.9900769463366,3.17853931584539,1.01501303418375,0.836382681928824
"26031","Blount",33.977358,-86.56644,33.4480258830026,10.5319621387029,50.9900769463366,3.17853931584539,1.01501303418375,0.836382681928824
"5848332","Calhoun",33.770516,-85.827909,18.5887879250309,17.773709366387,56.1164976142307,5.3735036364989,0.808815301489708,1.33868615636283
"5847060","Calhoun",33.770516,-85.827909,18.5887879250309,17.773709366387,56.1164976142307,5.3735036364989,0.808815301489708,1.33868615636283
"5848211","Calhoun",33.770516,-85.827909,18.5887879250309,17.773709366387,56.1164976142307,5.3735036364989,0.808815301489708,1.33868615636283
"5899486","Calhoun",33.770516,-85.827909,18.5887879250309,17.773709366387,56.1164976142307,5.3735036364989,0.808815301489708,1.33868615636283
"5906101","Calhoun",33.770516,-85.827909,18.5887879250309,17.773709366387,56.1164976142307,5.3735036364989,0.808815301489708,1.33868615636283
"25115","Calhoun",33.770516,-85.827909,18.5887879250309,17.773709366387,56.1164976142307,5.3735036364989,0.808815301489708,1.33868615636283
"24977","Calhoun",33.770516,-85.827909,18.5887879250309,17.773709366387,56.1164976142307,5.3735036364989,0.808815301489708,1.33868615636283
"24593","Cherokee",34.069515,-85.654242,25.9315555458275,7.95674116064217,49.7386324161388,6.94315063297222,7.55424170132822,1.87567854309105
"JR1936","Cherokee",34.069515,-85.654242,25.9315555458275,7.95674116064217,49.7386324161388,6.94315063297222,7.55424170132822,1.87567854309105
"5-039","Cherokee",34.069515,-85.654242,25.9315555458275,7.95674116064217,49.7386324161388,6.94315063297222,7.55424170132822,1.87567854309105
"25968","Cherokee",34.069515,-85.654242,25.9315555458275,7.95674116064217,49.7386324161388,6.94315063297222,7.55424170132822,1.87567854309105
"26494","Cherokee",34.069515,-85.654242,25.9315555458275,7.95674116064217,49.7386324161388,6.94315063297222,7.55424170132822,1.87567854309105
"24788","Cherokee",34.069515,-85.654242,25.9315555458275,7.95674116064217,49.7386324161388,6.94315063297222,7.55424170132822,1.87567854309105
"26062","Cherokee",34.069515,-85.654242,25.9315555458275,7.95674116064217,49.7386324161388,6.94315063297222,7.55424170132822,1.87567854309105
"25445","Chilton",32.854051,-86.726607,17.820275559241,9.76123205323113,51.4063054051481,11.9880369788834,1.14844570605336,7.87570429744292
"25592","Chilton",32.854051,-86.726607,17.820275559241,9.76123205323113,51.4063054051481,11.9880369788834,1.14844570605336,7.87570429744292
"26548","Clay",33.2704,-85.863525,12.4583008460205,5.65204558158044,68.8924215112056,11.37832282037,0.283424278816364,1.3354849620071
"24419","Cleburne",33.671964,-85.516126,10.2197410309074,5.81032190606219,73.3592609686109,9.93832637113213,0.315200865793833,0.357148857493614
"E941","Coffee",31.402258,-85.989602,28.5545828861066,9.88198912084991,39.7096276793089,9.06128641336894,0.741294417857125,12.0512194825086
"E675","Coffee",31.402258,-85.989602,28.5545828861066,9.88198912084991,39.7096276793089,9.06128641336894,0.741294417857125,12.0512194825086
"E706","Coffee",31.402258,-85.989602,28.5545828861066,9.88198912084991,39.7096276793089,9.06128641336894,0.741294417857125,12.0512194825086
"25515","Coffee",31.402258,-85.989602,28.5545828861066,9.88198912084991,39.7096276793089,9.06128641336894,0.741294417857125,12.0512194825086
"E919","Coffee",31.402258,-85.989602,28.5545828861066,9.88198912084991,39.7096276793089,9.06128641336894,0.741294417857125,12.0512194825086
"5758766","Colbert",34.703112,-87.801457,29.8880090754175,10.9786177830705,44.9127540441387,5.3006832794503,4.58718727240374,4.33274854551919
"26396","Cullman",34.131923,-86.869267,38.7186674049317,13.7683118026989,40.9155396900437,3.20597685553992,2.21771535559295,1.1737888911928
"3525","Cullman",34.131923,-86.869267,38.7186674049317,13.7683118026989,40.9155396900437,3.20597685553992,2.21771535559295,1.1737888911928
"5829191","Cullman",34.131923,-86.869267,38.7186674049317,13.7683118026989,40.9155396900437,3.20597685553992,2.21771535559295,1.1737888911928
"E611","Dale",31.430654,-85.609476,23.1060352762385,11.7288605259167,41.7642106725224,7.1135365932062,0.62658298623846,15.6607739458777
"E474","Dale",31.430654,-85.609476,23.1060352762385,11.7288605259167,41.7642106725224,7.1135365932062,0.62658298623846,15.6607739458777
"E931","Dale",31.430654,-85.609476,23.1060352762385,11.7288605259167,41.7642106725224,7.1135365932062,0.62658298623846,15.6607739458777
"E1221","Dallas",32.333526,-87.11436,24.7882066865081,6.20498575390242,35.6249197870549,5.82806796955063,2.17510326037462,25.3787165426093
"5861322","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"BL2009","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"BL2012","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"BL206","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"BL1904","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"25666","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"25989","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"24605","DeKalb",34.460915,-85.804021,42.9669804449368,11.1181668565043,42.3684695021889,2.92642427085317,0.422444303302731,0.197514622214048
"DJ0521","Elmore",32.597229,-86.142735,21.0195540769476,11.5016985715618,49.0038244229255,6.09510202836131,5.44470226880071,6.93511863140303
"25636","Elmore",32.597229,-86.142735,21.0195540769476,11.5016985715618,49.0038244229255,6.09510202836131,5.44470226880071,6.93511863140303
"26114","Elmore",32.597229,-86.142735,21.0195540769476,11.5016985715618,49.0038244229255,6.09510202836131,5.44470226880071,6.93511863140303
"24646","Elmore",32.597229,-86.142735,21.0195540769476,11.5016985715618,49.0038244229255,6.09510202836131,5.44470226880071,6.93511863140303
"5854681","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"5767737","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"5786437","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"5406022","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"5774538","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"26407","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"5774538-B","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18153","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18154","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18166","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18169","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18178","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18176","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18179","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18215","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18216","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18219","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18220","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18232","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR1950","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR1951","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR1953","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR1956","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR1978","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR1948","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR18259","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JR1949","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"26170","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"25786","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"26575","Etowah",34.047641,-86.034263,26.2554255917645,17.7264663828527,46.9918450859966,4.21746062456897,2.55357281525867,2.25522949955863
"JM2201","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"AT23002","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"AT23018","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"AT231024","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"AT2331","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"JM2317","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"25113","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"25108","Fayette",33.716157,-87.764292,10.4115937790867,6.76718044649779,59.6229960277459,11.8858550083539,0.249464085868897,11.0629106524468
"E987","Geneva",31.092382,-85.821022,42.2333041872634,9.25669529062299,24.0096196483997,5.07065103051511,0.900688619614079,18.5290412235848
"E158","Houston",31.158183,-85.296411,43.479316241695,17.2128771446848,16.4367759728325,5.04098510135595,0.43769575211875,17.3923497873129
"E596","Houston",31.158183,-85.296411,43.479316241695,17.2128771446848,16.4367759728325,5.04098510135595,0.43769575211875,17.3923497873129
"E284","Houston",31.158183,-85.296411,43.479316241695,17.2128771446848,16.4367759728325,5.04098510135595,0.43769575211875,17.3923497873129
"E595","Houston",31.158183,-85.296411,43.479316241695,17.2128771446848,16.4367759728325,5.04098510135595,0.43769575211875,17.3923497873129
"E478","Houston",31.158183,-85.296411,43.479316241695,17.2128771446848,16.4367759728325,5.04098510135595,0.43769575211875,17.3923497873129
"E650","Houston",31.158183,-85.296411,43.479316241695,17.2128771446848,16.4367759728325,5.04098510135595,0.43769575211875,17.3923497873129
"5307351","Houston",31.158183,-85.296411,43.479316241695,17.2128771446848,16.4367759728325,5.04098510135595,0.43769575211875,17.3923497873129
"25491","Jackson",34.764114,-85.980056,26.6833292770439,6.81316203974923,57.8783492956087,1.96548624150797,3.75175226770688,2.90792087838326
"25698","Jackson",34.764114,-85.980056,26.6833292770439,6.81316203974923,57.8783492956087,1.96548624150797,3.75175226770688,2.90792087838326
"E4509","Jackson",34.764114,-85.980056,26.6833292770439,6.81316203974923,57.8783492956087,1.96548624150797,3.75175226770688,2.90792087838326
"5871597","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"5755567","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"AL18099","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"JR2005","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"JR18147","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"JR18146","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"JR18183","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"JR18184","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"JR1945","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
"JR1958","Jefferson",33.553444,-86.896536,6.09055537285545,35.0983119564205,51.666710279932,5.02143198165162,1.09546574305571,1.02752466608467
